address,floor_area,agent_name,baths,beds,price
"14 Oriel Street Lower, Dublin 1",85 m²,,1 Bath,3 Bed,"€299,950 "
"73 Aughrim Street, Stoneybatter, Dublin 7",147 m²,,2 Bath,4 Bed,"€585,000 "
"135 Gleann Na Ri, Druid Valley, Cabinteely, Dublin 18",150 m²,,4 Bath,4 Bed,"€470,000 "
"77 Seaview Park, Portrane, Co. Dublin",84 m²,,1 Bath,3 Bed,"€395,000 "
"Eltham, 79 Eglinton Road, Donnybrook, Dublin 4",309 m²,,4 Bath,7 Bed,"€3,000,000 "
"36 Goldstone Court, Clogher Road, Crumlin, Dublin 12",,,1 Bath,1 Bed,"€235,000 "
"Suncroft House, Ballymount Road, Kingswood Tallaght, Firhouse, Dublin 24",,,,1 Bed,"€1,400,000 "
"Apartment 2, 5 Upper George's Street, Dun Laoghaire, Co. Dublin",67 m²,,1 Bath,1 Bed,"€340,000 "
"116 Cromcastle Road, Kilmore, Dublin 5",70 m²,,1 Bath,3 Bed,"€275,000 "
"29 Limekiln Avenue, Walkinstown, Walkinstown, Dublin 12",,,2 Bath,3 Bed,"€374,950 "
"63 Woodford Court, Clondalkin, Clondalkin, Dublin 22",77 m²,,3 Bath,3 Bed,"€285,000 "
"36 Elgin Road, Ballsbridge, Dublin 4",590 m²,,8 Bath,10 Bed,"€4,500,000 "
"21 Linnen Hall, Georges Hill, Balbriggan, Co. Dublin",59 m²,,2 Bath,2 Bed,"€180,000 "
"""Knock Cross, "" Balrothery, Balbriggan, Co. Dublin",144 m²,,2 Bath,4 Bed,"€790,000 "
"57 Christchurch View, Christchurch Place, Christchurch, Dublin 8",55 m²,,1 Bath,2 Bed,"€350,000 "
"Beechtree, Gracedieu, Ballyboughal, Co. Dublin",113 m²,,2 Bath,3 Bed,"€580,000 "
"310 Galtymore Road, Drimnagh, Drimnagh, Dublin 12",,,1 Bath,2 Bed,"€299,950 "
"26 Whiteoaks Clonskeagh Dublin 14, Clonskeagh, Dublin 14",84 m²,,2 Bath,3 Bed,"€495,000 "
"38 Marlfield Close, Tallaght, Tallaght, Dublin 24",,,1 Bath,1 Bed,"€175,000 "
"1 Old County Glen, Crumlin, Crumlin, Dublin 12",,,3 Bath,3 Bed,"€399,950 "
"Loft 4, Loft 4, The Granary, Distillery Lofts, Drumcondra, Dublin 3",135 m²,,2 Bath,2 Bed,"€595,000 "
"Apt. 9 House 1 Linden Square Grove Avenue Blackrock, Blackrock, Co. Dublin",90 m²,,2 Bath,2 Bed,"€475,000 "
"15 Saint John's Street, Blackpitts, Dublin 8",49 m²,,1 Bath,2 Bed,"€365,000 "
"19 Moore House, Loreto Abbey, Rathfarnham, Dublin 14",39 m²,,1 Bath,1 Bed,"€300,000 "
"56 Springhill Park, Dalkey, Co. Dublin",108 m²,,1 Bath,4 Bed,"€845,000 "
"30 The Oaks, Ridgewood, Swords, Co. Dublin",104 m²,,3 Bath,3 Bed,"€365,000 "
"Rothby Forge, Leas, Swords, Co. Dublin",117 m²,,1 Bath,2 Bed,"€450,000 "
"3 Willan's Green, Ongar Village, Ongar, Dublin 15",,,1 Bath,2 Bed,"€295,000 "
"Kinsealy Woods Chapel Road Kinsealy, Kinsealy, Co. Dublin",105 m²,,2 Bath,3 Bed,"€525,000 "
"14 Sans Souci Park, Booterstown, Co. Dublin",185 m²,,5 Bath,5 Bed,"€1,750,000 "
"256 Cashel Road, Crumlin, Crumlin, Dublin 12",60 m²,,2 Bath,2 Bed,"€270,000 "
"5 The Square, Irishtown, Dublin 4",72 m²,,1 Bath,3 Bed,"€495,000 "
"34 John Dillon Street, Dublin 8",56 m²,,1 Bath,2 Bed,"€335,000 "
"34 John Dillon Street, Dublin 8",56 m²,,1 Bath,2 Bed,"€335,000 "
"64 Tudor Lawns, Foxrock, Dublin 18",110 m²,,3 Bath,4 Bed,"€675,000 "
"Seamount, Balscadden Road, Howth, Dublin 13",465 m²,,3 Bath,5 Bed,"€2,250,000 "
"3 Birchview Avenue, Kilnamanagh, Dublin 24",117 m²,,1 Bath,4 Bed,"€375,000 "
"53 Windermere, Clonsilla, Clonsilla, Dublin 15",,,3 Bath,4 Bed,"€449,000 "
"20 St Anne's Road, Drumcondra, Dublin 9",80 m²,,1 Bath,2 Bed,"€470,000 "
"11 George's Avenue, Blackrock, Co. Dublin",102 m²,,2 Bath,2 Bed,"€695,000 "
"Apartment 37, Hyde Court, Dublin 2",72 m²,,2 Bath,2 Bed,"€450,000 "
"66 Hazelbury Green, Clonee, Dublin 15",98 m²,,3 Bath,3 Bed,"€355,000 "
"Apartment 62, Block C, The Barley House, Dublin 8",44 m²,,1 Bath,1 Bed,"€225,000 "
"1 Clonmore Road, Ballybough, Ballybough, Dublin 3",97 m²,,2 Bath,2 Bed,"€409,950 "
"63 Grace Park Heights, Drumcondra, Dublin 9",104 m²,,1 Bath,3 Bed,"€445,000 "
"50 Heatherview Avenue, Tallaght, Tallaght, Dublin 24",0.1 ac,,,,"€89,000 "
"Apartment 178, The Gate, Millpark, Clondalkin, Dublin 22",84 m²,,2 Bath,2 Bed,"€260,000 "
"13 Hammond Street, Dublin 8",,,1 Bath,2 Bed,"€299,950 "
"12 Kellys Bay Parade, Skerries, Co. Dublin",116 m²,,3 Bath,3 Bed,"€475,000 "
"8 Brabazon Hall, Dublin 8",50 m²,,1 Bath,1 Bed,"€245,000 "
"1 Glengarriff, Dun Laoghaire, Co. Dublin",158 m²,,3 Bath,4 Bed,"€849,000 "
"5 Donnycarney Road, Donnycarney, Dublin 9",65 m²,,1 Bath,2 Bed,"€350,000 "
"10 Ulverton Close, Dalkey, Co. Dublin",164 m²,,3 Bath,5 Bed,"€1,275,000 "
"20 Holywell Rise, Swords, Co. Dublin",41 m²,,1 Bath,1 Bed,"€215,000 "
"9 Fernleigh Court, Castleknock, Castleknock, Dublin 15",70 m²,,3 Bath,2 Bed,"€315,000 "
"12 Brook Court Monkstown, Monkstown, Co. Dublin",157 m²,,3 Bath,4 Bed,"€895,000 "
"39 Delwood Road, Castleknock, Dublin 15",,,3 Bath,4 Bed,"€550,000 "
"29 Castleknock Glade, Castleknock, Dublin 15",,,1 Bath,4 Bed,"€495,000 "
"341 Navan Road, Navan Road (D7), Dublin 7",,,4 Bath,4 Bed,"€645,000 "
"Arnzome, 10 Annsbrook, Clonskeagh, Dublin 14",234 m²,,3 Bath,4 Bed,"€1,500,000 "
"8 Carrigmore Green, Citywest, Co. Dublin",109 m²,,3 Bath,3 Bed,"€390,000 OFFER ACCEPTED"
"1 Clanmoyle Road, Donnycarney, Dublin 5",67 m²,,1 Bath,2 Bed,"€395,000 "
"8 Forth Road, East Wall, East Wall, Dublin 3",,,1 Bath,2 Bed,"€299,000 "
"Fernwood, 7 Brookwood Grove, Artane, Dublin 5",137 m²,,1 Bath,3 Bed,"€525,000 "
"11 Chamley Park, Malahide, Co. Dublin",,,4 Bath,5 Bed,"€1,270,000 "
"36 Emerald Square, Off Cork Street, Dublin 8",54 m²,,1 Bath,2 Bed,"€395,000 "
"113 Collins Avenue, Whitehall, Dublin 9",119 m²,,2 Bath,3 Bed,"€495,000 "
"35 Glin Drive, Coolock, Coolock, Dublin 5",80 m²,,2 Bath,4 Bed,"€335,000 "
"66 Palmers Crescent, Palmerstown Manor, Palmerstown, Dublin 20",121 m²,,2 Bath,4 Bed,"€450,000 "
"4 Riverside Drive, Castle Park, Rathfarnham, Dublin 14",201 m²,,,5 Bed,"€1,250,000 "
"2 Carrig Court, Citywest, Co. Dublin",,,2 Bath,3 Bed,"€269,000 "
"`Hollywood Heights`, Hollywood Great, Ballyboughal, Co. Dublin",497 m²,,4 Bath,4 Bed,"€950,000 "
"12 The Kilns, Station Road, Portmarnock, Co. Dublin",166 m²,,4 Bath,4 Bed,"€585,000 "
"7 Carrigmore Avenue, Citywest, Co. Dublin",121 m²,,3 Bath,4 Bed,"€395,000 "
"35 Horan Hall, Belgard Square, Tallaght, Dublin 24",74 m²,,2 Bath,2 Bed,"€259,000 "
"Hill House, Torca Road, Dalkey, Co. Dublin",364 m²,,,4 Bed,"€3,950,000 "
"Sundrive Road, Rush, Co. Dublin",125 m²,,2 Bath,4 Bed,"€625,000 "
"6 Saint Mary's Place, Howth, Dublin 13",74 m²,,1 Bath,2 Bed,"€400,000 "
"41 Limelawn Wood, Clonsilla, Dublin 15",123 m²,,3 Bath,4 Bed,"€450,000 "
"108A Wheatfields Road, Palmerstown, Palmerstown, Dublin 20",190 m²,,2 Bath,4 Bed,"€549,000 "
"49 Upper Leeson Street Ballsbridge Dublin 4, Ballsbridge, Dublin 4",331 m²,,5 Bath,4 Bed,"€3,250,000 "
"Apartment 24, Davis Court, Dublin 8",48 m²,,1 Bath,1 Bed,"€230,000 "
"20 St Brigids Road Lower, Drumcondra, Dublin 9",125 m²,,2 Bath,3 Bed,"€650,000 "
"25 Onyx, The Grange Brewery Road, Stillorgan, Co. Dublin",74 m²,,2 Bath,2 Bed,"€480,000 "
"26 Claremont Avenue, Honeypark, Dun Laoghaire, Co. Dublin",186 m²,,3 Bath,4 Bed,"€950,000 "
"2 Delhurst Avenue, Ongar Park, Ongar, Dublin 15",,,1 Bath,1 Bed,"€159,000 "
"12D Rathborne Close, Ashtown, Ashtown, Dublin 15",,,2 Bath,2 Bed,"€305,000 ONLINE OFFERS"
"14 St. Ita's Road, Botanic Avenue, Glasnevin, Dublin 9",,,1 Bath,3 Bed,"€495,000 "
"Brighton Road Foxrock Dublin 18, Foxrock, Dublin 18",435 m²,,6 Bath,5 Bed,"€3,500,000 "
"Two Sites At Sandy Lane, Rush, Co. Dublin",0.15 ac,,,,"€225,000 "
"95 Suncroft Park, Tallaght, Dublin 24",105 m²,,3 Bath,4 Bed,"€285,000 "
"70B Beaumont Avenue, Churchtown, Churchtown, Dublin 14",142 m²,,3 Bath,4 Bed,"€600,000 "
"169 New Cabra Road, Cabra, Dublin 7",140 m²,,2 Bath,3 Bed,"€659,000 "
"Drumnigh Manor Development, Drumnigh Manor Development, Drumnigh Road, Portmarnock, Co. Dublin",,,,,Drumnigh Manor 
"6 Russell Downs, Russell Square, Tallaght, Dublin 24",81 m²,,2 Bath,3 Bed,"€225,000 "
"Apartment 122, Block A, Bracken Hall, Swords, Co. Dublin",74 m²,,2 Bath,2 Bed,"€295,000 "
"30 Parkview, Robswall, Malahide, Co. Dublin",82 m²,,3 Bath,2 Bed,"€430,000 "
"Apartment 38, Manor Hall, Mount Brown, Dublin 8",51 m²,,1 Bath,2 Bed,"€270,000 "
"8 Palmerston Park, Rathmines, Dublin 6",432 m²,,4 Bath,5 Bed,"€4,200,000 "
"29 Templeville Drive, Templeogue, Dublin 16",110 m²,,1 Bath,3 Bed,"€665,000 "
"9 Stanford, Ardilea, Clonskeagh, Dublin 14",77 m²,,,2 Bed,"€475,000 "
"3 Northbrook Avenue, Ranelagh, Dublin 6",97 m²,,3 Bath,3 Bed,"€785,000 "
"Lagoon House, 792 Howth Road, Raheny, Dublin 5",170 m²,,2 Bath,5 Bed,"€975,000 "
"18 Fairway Drive, Cualanor, Glenageary Road Upper, Dun Laoghaire, Co. Dublin",213 m²,,4 Bath,5 Bed,"€995,000 "
"60 Greencastle Road, Coolock, Coolock, Dublin 17",90 m²,,2 Bath,4 Bed,"€325,000 "
"13 Linnetfields Walk, Clonee, Dublin 15",72 m²,,1 Bath,2 Bed,"€275,000 "
"127 Errigal Road, Drimnagh, Drimnagh, Dublin 12",,,3 Bath,3 Bed,"€399,950 "
"14 Swords Street, Stoneybatter, Stoneybatter, Dublin 7",49 m²,,1 Bath,2 Bed,"€300,000 "
"Site To Rear Of Baldongan Court, Loughshinny, Co. Dublin",0.5 ac,,,,"€175,000 "
"Apartment 12 Brook House, Corrig Avenue, Dun Laoghaire, Co. Dublin",94 m²,,2 Bath,3 Bed,"€795,000 "
"Apartment 2, Shandon View, Connaught Street, Phibsborough, Dublin 7",36 m²,,1 Bath,1 Bed,"€170,000 "
"36a Convent Road, Dalkey, Co. Dublin",81 m²,,1 Bath,3 Bed,"€775,000 "
"83 Shrewsbury Lawn, Cabinteely, Cabinteely, Dublin 18",181 m²,,3 Bath,5 Bed,"€850,000 "
"Apartment 37, Saint Peters Square, Phibsborough, Dublin 7",,,1 Bath,1 Bed,"€234,950 "
"94 Meadow Grove, Dundrum, Dublin 16",70 m²,,1 Bath,3 Bed,"€495,000 "
"Apartment 1, Glandore Court, Dun Laoghaire, Co. Dublin",73 m²,,2 Bath,2 Bed,"€395,000 "
"146 Grace Park Meadows, Drumcondra, Drumcondra, Dublin 3",101 m²,,3 Bath,3 Bed,"€430,000 "
"20 Vergemount Park, Clonskeagh, Clonskeagh, Dublin 6",148 m²,,2 Bath,3 Bed,"€1,495,000 "
"21 Drummartin Park, Goatstown, Goatstown, Dublin 14",137 m²,,2 Bath,4 Bed,"€795,000 "
"55 Rock Road, Blackrock, Co. Dublin",80 m²,,1 Bath,3 Bed,"€480,000 "
"161 Upper Kilmacud Road, Stillorgan, Co. Dublin",104 m²,,1 Bath,4 Bed,"€499,000 "
"63 Ballinteer Drive Ballinteer Dublin 16, Ballinteer, Dublin 16",145 m²,,2 Bath,5 Bed,"€625,000 "
"51 Coolock Drive, Coolock, Dublin 5",,,1 Bath,3 Bed,"€290,000 "
"15A Strand Road, Sandymount, Sandymount, Dublin 4",110 m²,,1 Bath,3 Bed,"€895,000 "
"2 Cullenswood Place, Ranelagh, Dublin 6",175 m²,,4 Bath,4 Bed,"€1,600,000 "
"14 Rathlyon Park, Firhouse, Ballycullen, Dublin 24",103 m²,,3 Bath,3 Bed,"€495,000 "
"4 Belfry Close, Citywest Road, Citywest, Co. Dublin",90 m²,,3 Bath,3 Bed,"€325,000 "
"57 Sundale Parade, Tallaght, Dublin 24",95 m²,,2 Bath,3 Bed,"€250,000 "
"San Michele, 19 St Thomas Road, Mount Merrion, Co. Dublin",264 m²,,3 Bath,4 Bed,"€1,550,000 "
"21 The Square, Irishtown, Dublin 4",87 m²,,1 Bath,3 Bed,"€600,000 "
"92 Hanover Riverside, Asgard Road, Grand Canal Dock, Co. Dublin",85 m²,,2 Bath,2 Bed,"€550,000 "
"214D Kilworth Road, Drimnagh, Drimnagh, Dublin 12",91 m²,,2 Bath,3 Bed,"€445,000 "
"46 Rathdown Avenue, Terenure, Dublin 12",209 m²,,3 Bath,4 Bed,"€1,375,000 "
"15 Hillsbrook Crescent, Perrystown, Perrystown, Dublin 12",,,2 Bath,3 Bed,"€449,950 "
"23 Harty Place, Dublin 8",35 m²,,1 Bath,1 Bed,"€325,000 "
"2 Ashford Street, Stoneybatter, Dublin 7",54 m²,,1 Bath,2 Bed,"€299,000 "
"Redbrick House, Dooroge, Ballyboughal, Co. Dublin",260 m²,,2 Bath,5 Bed,"€850,000 "
"53 Thomas Moore Road, Walkinstown, Dublin 12",94 m²,,2 Bath,3 Bed,"€450,000 "
"60 Whitethorn Road Clonskeagh Dublin 14, Clonskeagh, Dublin 14",96 m²,,1 Bath,3 Bed,"€895,000 "
"55 Ayrfield Drive, Ayrfield, Dublin 13",124 m²,,2 Bath,4 Bed,"€425,000 "
"33 Grange Park Road, Raheny, Dublin 5",125 m²,,1 Bath,4 Bed,"€499,000 "
"25 Whately Hall, Clonee, Dublin 15",,,2 Bath,2 Bed,"€260,000 "
"Beechcroft, Rahillion, Donabate, Co. Dublin",59 m²,,1 Bath,2 Bed,"€850,000 "
"43 Leeson Park, Ranelagh, Dublin 6",362 m²,,4 Bath,4 Bed,"€3,900,000 "
"63 Shanowen Drive, Santry, Santry, Dublin 9",87 m²,,1 Bath,3 Bed,"€395,000 "
"8 St Thomas Mead, Mount Merrion, Co. Dublin",102 m²,,2 Bath,4 Bed,"€950,000 "
"Apartment 18, Block B, Rosedale, Inchicore, Dublin 8",58 m²,,1 Bath,2 Bed,"€249,000 "
"2 Prospect Avenue, Prospect Manor, Rathfarnham, Dublin 16",103 m²,,3 Bath,3 Bed,"€575,000 "
"62 Kill Avenue, Dun Laoghaire, Co. Dublin",80 m²,,1 Bath,3 Bed,"€445,000 "
"28 Greenfield Park, Donnybrook, Dublin 4",372 m²,,4 Bath,6 Bed,"€2,750,000 "
"484 South Circular Road, Dublin 8",,,3 Bath,4 Bed,"€599,950 "
"Corner House, 1A Rowanbyrn, Blackrock, Co. Dublin",138 m²,,2 Bath,3 Bed,"€795,000 "
"86a Park Drive Avenue, Castleknock, Dublin 15",102 m²,,3 Bath,2 Bed,"€550,000 "
"51 The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",50 m²,,1 Bath,1 Bed,"€425,000 "
"13 Little Strand Street Dublin 7, Dublin 7",73 m²,,1 Bath,2 Bed,"€295,000 "
"4 Coolgraney, Off Nutgrove Park, Clonskeagh, Dublin 14",250 m²,,4 Bath,5 Bed,"€1,395,000 "
"7 The Green, Carrickmines Manor, Carrickmines, Dublin 18",120 m²,,2 Bath,4 Bed,"€530,000 "
"27 Hamilton Street, Off Donore Avenue, SCR, Dublin 8",116 m²,,1 Bath,3 Bed,"€545,000 "
"Apartment 44, Block B, Raven Hall, Swords, Co. Dublin",81 m²,,2 Bath,2 Bed,"€295,000 "
"3 Fey Yerra Wood, Leopardstown Road, Foxrock, Dublin 18",188 m²,,4 Bath,4 Bed,"€995,000 "
"8 Chapel Avenue, Irishtown, Irishtown, Dublin 4",107 m²,,2 Bath,2 Bed,"€495,000 "
"12 Shanard Avenue, Santry, Dublin 9",94 m²,,1 Bath,3 Bed,"€375,000 "
"651 Whitechurch Road, Rathfarnham, Dublin 16",111 m²,,2 Bath,4 Bed,"€695,000 "
"Glandore, 38B Temple Road, Dartry, Dublin 6",248 m²,,4 Bath,4 Bed,"€2,350,000 "
"111 Salthill Monkstown, Monkstown, Co. Dublin",100 m²,,2 Bath,2 Bed,"€1,000,000 "
"2 Linden Place Grove Avenue Blackrock, Blackrock, Co. Dublin",142 m²,,3 Bath,4 Bed,"€850,000 "
"35 St Olaves, Chapel Road, Kinsealy, Co. Dublin",65 m²,,1 Bath,2 Bed,"€360,000 "
"22 Connawood Lawn, Bray, Co. Wicklow",,,1 Bath,3 Bed,"€475,000 "
"22 St. Anne's, 6 Northbrook Road, Ranelagh, Dublin 6",49 m²,,1 Bath,1 Bed,"€375,000 "
"7 Grattan Hall, Lower Mount Street, Dublin 2",74 m²,,1 Bath,2 Bed,"€495,000 "
"62 Meadow Park, Churchtown, Churchtown, Dublin 14",85 m²,,1 Bath,3 Bed,"€525,000 "
"Rusheen, Westminster Road, Foxrock, Dublin 18",319 m²,,3 Bath,5 Bed,"€2,500,000 "
"20 Hand Park, Tower Street, Rush, Co. Dublin",113 m²,,2 Bath,4 Bed,"€483,000 "
"29 Haddon Road, Clontarf, Dublin 3",245 m²,,3 Bath,6 Bed,"€1,200,000 "
"8 Camac Court, Kilmainham, Dublin 8",56 m²,,1 Bath,2 Bed,"€325,000 "
"17 Boroimhe Elms, Swords, Co. Dublin",103 m²,,3 Bath,3 Bed,"€320,000 "
"The Mews, 15A Longford Terrace, Monkstown, Co. Dublin",115 m²,,1 Bath,3 Bed,"€850,000 "
"157 Whitehall Road West, Perrystown, Dublin 12",,,1 Bath,3 Bed,"€399,950 "
"93 Brookwood Avenue, Artane, Dublin 5",150 m²,,2 Bath,5 Bed,"€599,000 "
"20 Belarmine Court, Belarmine, Stepaside, Dublin 18",119 m²,,3 Bath,3 Bed,"€495,000 "
"48 Royston, Kimmage Road West, Kimmage, Dublin 12",,,1 Bath,3 Bed,"€399,950 "
"22 Corrig Park, Dun Laoghaire, Co. Dublin",69 m²,,1 Bath,2 Bed,"€600,000 "
"Ealand Lodge, Ealand Lodge, 2 Strand Road, Sandymount, Dublin 4",218 m²,,3 Bath,4 Bed,"€1,750,000 "
"4 Newcomen Court, North Strand, Dublin 3",56 m²,,1 Bath,2 Bed,"€240,000 "
"83 Beech Park Road, Foxrock, Dublin 18",154 m²,,2 Bath,4 Bed,"€795,000 "
"Wynnhurst, Ballycorus Road, Kilternan, Dublin 18",249 m²,,4 Bath,4 Bed,"€995,000 "
"4 Hawthorn Manor, Blackrock, Co. Dublin",142 m²,,2 Bath,4 Bed,"€725,000 "
"50 Woodbine Road Booterstown, Booterstown, Co. Dublin",170 m²,,3 Bath,5 Bed,"€1,300,000 "
"20 Herbert Street, Dublin 2",464 m²,,5 Bath,5 Bed,"€2,750,000 "
"5 Rathfarnham Road, Dublin 6W",118 m²,,2 Bath,4 Bed,"€640,000 "
"The Mews Adelaide Square Whitefriar Street, Dublin 2",124 m²,,3 Bath,3 Bed,"€1,100,000 "
"9 The Green, Carrickmines Manor, Carrickmines, Dublin 18",120 m²,,2 Bath,4 Bed,"€545,000 "
"13 Dermot O'Hurley Avenue, Irishtown, Dublin 4",56 m²,,1 Bath,3 Bed,"€395,000 "
"112 Esker Park, Lucan, Co. Dublin",98 m²,,3 Bath,3 Bed,"€349,950 "
"29 Galtymore Park, Drimnagh, Drimnagh, Dublin 12",79 m²,,1 Bath,3 Bed,"€299,950 "
"15 Moyne Road Ranelagh Dublin 6, Ranelagh, Dublin 6",150 m²,,2 Bath,3 Bed,"€1,195,000 "
"14 Grattan Court East, Dublin 2",145 m²,,3 Bath,4 Bed,"€995,000 "
"14A St. Finbarr Road, Cabra, Dublin 7",0.05 ac,,,,"€150,000 "
"101 Pembroke Cottages, Donnybrook, Donnybrook, Dublin 4",,,1 Bath,3 Bed,"€625,000 "
"Woodlands, Navan Road, Blanchardstown, Dublin 15",134 m²,,3 Bath,4 Bed,"€590,000 "
"51 The Oaks, Ridgewood, Swords, Co. Dublin",70 m²,,2 Bath,2 Bed,"€315,000 "
"74 Cleggan Avenue, Ballyfermot, Dublin 10",75 m²,,1 Bath,3 Bed,"€255,000 "
"4a Ballinteer Park, Ballinteer, Dublin 16",129 m²,,2 Bath,3 Bed,"€625,000 "
"28 Hawthorn Park, Forest Road, Swords, Co. Dublin",158 m²,,4 Bath,4 Bed,"€630,000 "
"20 Beechlawn Green, Coolock, Coolock, Dublin 5",104 m²,,1 Bath,3 Bed,"€365,000 "
"1 Lennox Street, Portobello, Dublin 8",160 m²,,3 Bath,5 Bed,"€900,000 "
"6 Hyde, Clonfadda Wood, Blackrock, Co. Dublin",92 m²,,2 Bath,3 Bed,"€595,000 "
"Apartment 70, Block D, Raven Hall, Swords, Co. Dublin",45 m²,,1 Bath,1 Bed,"€220,000 "
"10 Fairways Grove, Griffith Road, Glasnevin, Dublin 11",,,4 Bath,5 Bed,"€469,950 "
"94 Ballintyre Square, Ballinteer, Dublin 16",103 m²,,2 Bath,3 Bed,"€420,000 "
"Apt45 Seamount, Booterstown, Co. Dublin",48 m²,,1 Bath,1 Bed,"€325,000 "
"29 Grosvenor Place Rathmines Dublin 6, Rathmines, Dublin 6",111 m²,,2 Bath,3 Bed,"€875,000 "
"132 Landscape Park, Churchtown, Churchtown, Dublin 14",95 m²,,2 Bath,3 Bed,"€750,000 "
"18 Shanganagh Vale, Cabinteely, Dublin 18",265 m²,,3 Bath,5 Bed,"€1,200,000 "
"58 Boroimhe Hawthorns, Swords, Co. Dublin",105 m²,,3 Bath,3 Bed,"€320,000 "
"11 Grants Row D02 YC53, Dublin 2",,,2 Bath,3 Bed,"€595,000 "
"Apt 6 Chesnut House Applewood, Swords, Co. Dublin",70 m²,,2 Bath,2 Bed,"€235,000 "
"64 Curlew Road, Drimnagh, Drimnagh, Dublin 12",61 m²,,1 Bath,2 Bed,"€300,000 "
"241D, Pottery Road, Dun Laoghaire, Co. Dublin",,,1 Bath,3 Bed,"€525,000 "
"71 BLOCK 5A, The Casino, Malahide, Co. Dublin",65 m²,,2 Bath,2 Bed,"€495,000 "
"83 Carrow Road, Drimnagh, Drimnagh, Dublin 12",70 m²,,1 Bath,3 Bed,"€290,000 "
"27 St Johns Wood, Castle Avenue, Clontarf, Dublin 3",140 m²,,3 Bath,4 Bed,"€585,000 "
"Apartment 3, Hillcrest Court, Glasnevin, Dublin 9",66 m²,,1 Bath,2 Bed,"€350,000 "
"185 Marigold Park, D17., D17VX63, Darndale, Dublin 17",92 m²,,1 Bath,3 Bed,"€240,000 "
"51 Burnell Park Avenue, Castleknock, Castleknock, Dublin 15",,,1 Bath,3 Bed,"€465,000 "
"Slainte, Slainte, 14 Eaton Wood Green, Shankill, Dublin 18",145 m²,,2 Bath,5 Bed,"€845,000 "
"Rathbarry, Silchester Road, Glenageary, Co. Dublin",274 m²,,2 Bath,5 Bed,"€3,950,000 "
"31 Oakdale Drive, Glenageary, Co. Dublin",138 m²,,3 Bath,4 Bed,"€650,000 "
"1 Allenton Lawns, Tallaght, Tallaght, Dublin 24",96 m²,,1 Bath,2 Bed,"€270,000 "
"Apartment 111, Greeg Court, Dublin 1",65 m²,,2 Bath,2 Bed,"€390,000 "
"11 Millmount Avenue, Drumcondra, Dublin 9",126 m²,,3 Bath,4 Bed,"€595,000 "
"78 Palmerstown Drive, Palmerstown, Palmerstown, Dublin 20",102 m²,,1 Bath,3 Bed,"€425,000 "
"Flat A, 12 Blessington Street, Dublin 7",323 m²,,6 Bath,11 Bed,"€1,200,000 "
"9 Forest Road, Swords, Co. Dublin",,,1 Bath,2 Bed,"€350,000 "
"43 Brackenstown Village, Swords, Co. Dublin",90 m²,,1 Bath,3 Bed,"€365,000 "
"28 Coolgariff Road, Beaumont, Beaumont, Dublin 9",181 m²,,3 Bath,4 Bed,"€470,000 "
"39 Danesfort, Castle Avenue, Clontarf, Dublin 3",,,1 Bath,2 Bed,"€450,000 "
"33 Woodbrook Crescent, Castleknock, Dublin 15",,,2 Bath,2 Bed,"€275,000 "
"Marine Villa, 100 Coliemore Road, Dalkey, Co. Dublin",100 m²,,1 Bath,3 Bed,"€895,000 "
"61 Arbour Hill, Stoneybatter, Dublin 7",39 m²,,1 Bath,2 Bed,"€299,950 "
"50 Church Street, Smithfield, Dublin 7",,,1 Bath,2 Bed,"€345,000 "
"80 Harolds Cross Road, Harold's Cross, Dublin 6W",165 m²,,2 Bath,4 Bed,"€795,000 "
"42 Brighton Road, Rathgar, Dublin 6",250 m²,,7 Bath,7 Bed,"€1,250,000 "
"24 South Circular Road, South Circular Road, Dublin 8",143 m²,,2 Bath,3 Bed,"€950,000 "
"213 Bracken Hill, Blackglen Road, Sandyford, Dublin 18",,,2 Bath,2 Bed,"€295,000 "
"21 The Crescent, Robswalls, Malahide, Co. Dublin",171 m²,,4 Bath,2 Bed,"€865,000 "
"16 Windele Road, Drumcondra, Dublin 9",75 m²,,2 Bath,2 Bed,"€395,000 "
"5 Willow Park Avenue, Glasnevin, Glasnevin, Dublin 11",150 m²,,2 Bath,5 Bed,"€585,000 "
"43 St Saint Columbanus Road, Dundrum, Dublin 14",67 m²,,1 Bath,2 Bed,"€425,000 "
"16 Oak House, Carrickmines Green, Carrickmines, Dublin 18",,,2 Bath,2 Bed,"€275,000 "
"Fieldhouse 44 Silchester Road Glenageary, Glenageary, Co. Dublin",219 m²,,2 Bath,4 Bed,"€1,395,000 "
"39 Brandon Road, Drimnagh, Drimnagh, Dublin 12",72 m²,,1 Bath,3 Bed,"€330,000 "
"SPRING VIEW, Springhill Park, Dalkey, Co. Dublin",150 m²,,4 Bath,4 Bed,"€925,000 "
"186 Bloomfield Park, Donnybrook, Donnybrook, Dublin 4",115 m²,,3 Bath,3 Bed,"€895,000 "
"47 Delhurst Terrace, Ongar Village, Clonee, Dublin 15",107 m²,,3 Bath,3 Bed,"€395,000 "
"15 Baskin Cottages, Cloghran, Co. Dublin",131 m²,,2 Bath,3 Bed,"€450,000 "
"255 Sundrive Road, Crumlin, Crumlin, Dublin 12",86 m²,,1 Bath,3 Bed,"€425,000 "
"12 Northcliffe Heights, Skerries, Co. Dublin",200 m²,,2 Bath,4 Bed,"€680,000 "
